,price
18060,8261
39322,1687
33461,1071
43659,2226
6612,4209
31318,969
6919,4270
9971,4911
22758,432
7430,4372
30307,923
24158,707
21835,11883
32609,1026
10979,597
32880,1042
2142,561
39272,1678
15603,6793
14171,6206
40282,1781
9055,4704
33617,1079
37342,1418
47,404
16054,7036
30527,935
42985,2111
36773,1357
41347,1882
18992,8938
13848,6086
2672,3295
38905,1648
6176,4124
43348,2173
35251,1207
28767,864
46336,2618
44294,2316
46667,2682
43880,2262
28388,851
16583,7303
15729,6847
8274,4539
40554,1811
24440,717
1728,3080
25180,741
24831,730
20132,9954
10945,5152
13976,6132
34720,1155
3424,3459
5256,3916
35279,501
2645,3288
26765,791
32479,487
27955,463
12835,605
16547,614
27520,817
23980,705
5486,3972
25765,761
20692,10521
41742,1934
14958,6532
24181,709
16312,7162
29494,891
30668,942
40288,1781
34229,1115
19735,9542
43373,2177
5700,4026
25173,740
21945,641
35789,1250
2465,564
45977,2559
26580,788
25718,758
28045,838
30232,475
43874,2260
37701,1448
33389,1068
18105,624
10541,5042
47075,2756
31168,961
15068,6566
37937,1556
815,2877
18045,8252
45405,2463
25138,738
45087,2410
30584,936
28142,842
46568,2660
8507,4586
39676,1721
34290,1122
46648,2678
39582,1711
13184,5821
668,557
25006,734
40362,526
8628,4617
26226,775
40895,1838
5071,3874
38111,1577
17517,7840
16522,7283
14673,608
16943,7512
19789,9596
12418,5561
39349,1689
35346,1214
36975,1378
32829,1040
46311,2614
4926,3830
4965,3844
7184,4321
38421,1607
38875,1643
29449,890
29959,908
30667,942
24736,726
24686,725
31329,969
38175,1580
41531,1911
25485,752
29235,373
508,2831
32564,1024
14333,6283
33448,1069
11982,5430
29727,900
15711,6834
20509,10337
32725,1033
14922,6516
31900,993
17774,8039
37798,516
28271,464
34793,1163
31682,984
39974,1752
7743,4435
12080,5461
26960,802
14162,6201
33294,1061
45212,2434
17236,7673
20551,10378
3687,571
4599,3752
10348,596
24320,710
39027,1657
38973,1655
45368,2456
9107,418
19989,9792
43521,2201
23926,702
1694,3071
42563,2048
17328,7737
45192,2429
18862,8840
12824,5704
30735,942
40243,1779
5626,4006
26290,776
2225,3191
4351,3700
535,2835
7596,4401
7957,4475
7176,4319
41326,530
29155,878
241,2792
14804,6460
38099,1576
15107,6587
14714,6418
9572,4810
38266,1590
18511,8590
14910,6509
29931,475
11560,5306
38005,1566
14718,6419
43368,2177
43900,2264
21210,11105
40873,1836
7441,4373
40909,1838
31004,954
17732,8011
31103,957
3278,3428
30982,954
10129,4943
6879,4260
12777,5694
45949,2553
14654,6406
46598,2669
11434,5269
23149,680
8044,4492
23118,678
8570,4602
28389,851
9567,4808
26659,453
20087,9900
40832,1830
41843,1949
29496,891
40136,1764
33915,1096
15675,6814
1801,3095
19791,9596
34761,1160
44737,2367
41106,1851
27464,816
11702,5347
19944,9777
19481,9331
40213,1776
36643,1340
42633,2059
42586,2052
27943,462
46610,2671
27209,807
15788,6884
9317,4751
38366,1604
4652,3764
20845,10709
16719,7395
39735,526
27864,829
351,2812
9650,4830
44616,2354
27773,828
38896,1646
9458,4782
6925,4271
31008,954
46125,2586
40344,1787
35246,1207
5073,3876
15333,610
20209,10035
20026,9833
21476,631
11235,5226
29317,882
6583,4201
44995,2398
39321,1687
30859,947
33525,1076
10803,5107
40210,1776
17134,7625
41777,1940
24185,709
12079,5461
9039,4702
13218,5833
30895,947
2914,3350
38870,1642
11845,5395
37627,1440
1939,3124
35696,1242
26653,789
42759,2079
25833,765
46163,2593
3164,3398
28825,868
9006,4693
39663,1720
22596,665
41111,1852
1365,2994
44104,2288
30368,926
2424,3239
46941,2728
26947,801
21330,11233
30360,925
10140,4948
20609,10427
39591,1712
10887,5139
35719,1243
43147,540
7754,4438
1400,3002
4751,3792
15083,6577
3502,3478
3361,3450
32892,1043
2317,3210
29248,378
24423,716
10191,4961
18112,624
15556,6776
1030,2921
3894,3587
21927,640
41722,1930
26341,452
13715,6041
9035,4702
25218,743
7696,4426
20009,9817
21636,11589
28424,852
3724,3535
27582,824
5208,3898
21197,11088
18226,8396
17481,620
3287,3431
22672,666
27588,824
7171,4318
3888,3584
37045,1389
8535,4591
15522,6758
17409,7790
33171,1056
39771,1726
23456,687
20155,9974
20054,9874
27325,461
44558,2347
14945,6529
15766,6867
42100,1980
18533,8603
7131,4312
9986,4914
23706,698
6905,4269
2582,3271
16063,7040
22175,647
3573,3499
41200,1868
1643,3056
10183,4959
632,2853
40868,1836
43957,2273
24250,709
46034,2570
31911,994
34684,1153
27638,462
2076,3162
9328,4755
14153,6196
19841,9659
46820,2704
37258,1409
20915,10760
40361,526
3181,3402
18742,625
9378,4766
23472,687
33696,1081
40095,1758
33400,1069
30012,911
35874,1259
44855,2384
33167,1056
10170,4956
39183,1667
30453,930
25615,756
28831,868
18605,8655
34315,1123
13343,5887
12959,5751
20264,628
8656,4622
32883,1042
21034,10927
39877,1744
22684,666
2682,3298
21463,631
9989,4914
21165,631
30446,929
41008,530
20015,9821
41664,1920
42820,2090
13450,605
38662,1625
8540,4592
20062,9881
12316,5535
44194,2302
19861,9682
40497,1804
29707,900
31406,972
27253,810
42630,2059
36107,1280
20470,10302
34526,1140
1848,561
28717,863
47061,2753
34643,1153
8935,4678
33382,1068
29344,883
37236,1407
40791,1824
5160,575
44419,2327
5193,3896
16595,7311
1576,3038
26120,772
15296,421
39924,1746
14266,6255
43958,2273
18875,8852
8816,4656
40256,1781
34411,1127
45563,2494
21935,641
21003,10880
10781,5102
19645,9489
26161,773
11901,600
41153,1859
7020,4284
24830,730
4654,3766
45264,545
8814,4656
34794,1163
26513,786
14167,6204
42398,2026
34281,1121
27609,826
36608,1336
32097,1007
6144,4116
12551,604
38736,1632
44850,2383
36724,1353
26831,794
32499,1018
29591,473
17449,7815
28146,842
18830,8816
27936,462
23525,689
7959,4475
4465,3730
30487,932
41374,1884
4981,3848
14228,6237
406,2817
21804,11844
10578,5051
2731,3308
4506,3737
9875,4878
35781,1249
17031,7565
19437,9287
16506,7276
6866,4258
22582,664
24986,734
46593,2668
33480,1073
19208,9103
15470,6732
32899,1043
16376,7201
8200,4518
27313,460
885,2895
14678,608
14170,6206
13676,6023
35955,1263
7548,4398
45575,548
17162,619
8724,4638
27785,828
12401,5556
19050,625
13449,605
40935,1841
5758,576
30920,949
28147,842
36373,1312
98,2761
27542,819
7575,583
11898,600
29490,891
31888,992
7090,4304
34154,1113
9815,4864
20376,10173
32833,1040
27654,827
12772,5690
13206,5831
31957,998
39185,1668
43283,2162
3082,567
19165,9058
41100,1851
18595,8647
15786,6883
2553,3265
11600,600
13849,6086
17210,7656
41055,1847
41221,1872
4620,3759
45070,2406
19846,9660
27514,816
37732,1454
19876,9698
30439,929
21967,642
40331,1786
15950,612
9660,4836
8050,4493
15028,6547
42635,2060
12383,5551
12424,5565
11304,5233
14983,608
31417,972
27456,816
35357,1216
23842,700
38109,1576
4569,573
31326,969
18186,8348
30478,932
554,2839
21830,11873
17376,7762
24244,709
44613,2353
31884,992
36540,505
37890,1549
4801,3803
37143,1400
9073,4707
33268,1061
32708,1033
11468,5280
37782,515
21435,422
12680,5651
671,557
27671,827
5075,3877
27673,827
14580,6369
46866,2717
40390,1787
46313,2614
29829,905
38889,1646
4103,3638
20838,10702
5418,3961
11603,5312
17221,7665
34238,1116
4561,573
9416,4776
42400,2026
37914,1552
12422,5564
21134,11040
2359,3220
46416,2635
9946,4900
22351,655
30432,928
39636,1716
16039,7022
40196,1774
1844,3107
28869,870
1055,2926
20369,10164
31332,969
34296,1122
19053,625
40940,1842
36944,1375
14798,6458
2810,3321
46076,2575
43558,2206
46375,2629
30332,924
46857,2716
15363,6670
9455,4781
3869,3581
42977,2110
21200,11091
28040,838
28976,872
5714,4029
15170,6613
5990,4089
16504,7276
21284,11180
7749,4437
6889,4265
26113,772
16859,616
29110,877
41108,1851
31538,978
37043,1389
4249,3675
43839,2253
28750,863
19769,9574
30931,949
28345,848
11541,5301
3317,3442
21236,11133
15183,6618
23102,676
42582,2052
23147,680
5629,4007
20671,10497
43216,2148
7756,4439
13075,5791
44095,2287
41625,532
30379,926
13424,5923
38554,1617
10430,5014
27026,802
5549,3990
10738,5089
10082,4931
36106,1280
21430,422
28507,854
12318,5537
41006,530
35543,1235
1106,2940
1842,3107
28753,863
11418,5263
5825,4050
40206,1775
3193,3405
41488,1905
19723,9533
24128,707
36715,1351
19562,9407
39806,1730
44676,544
6319,4155
20740,10581
24479,719
30203,919
8495,589
23021,675
31381,971
13408,5917
31529,977
7712,4429
29835,906
689,2858
36791,1359
650,2856
28498,854
40046,526
31314,968
17570,7881
2218,3189
35944,505
8259,4537
18049,8256
20912,10754
12588,5620
43754,544
16794,7440
4475,3732
3261,3424
37159,506
43701,2234
42774,2083
36523,1330
5767,576
1810,3098
32638,1029
6384,579
37183,1401
45723,2516
22084,429
9885,4879
40882,1837
46299,2612
26982,457
17459,7821
20842,10706
32180,1008
32523,1020
6605,4207
26323,776
43279,2161
18709,8743
15695,6826
36385,1314
44395,544
26569,788
23027,675
5624,4004
7745,4435
22600,665
37452,1432
11073,5175
33211,1058
37162,506
29346,883
13757,605
22864,669
28687,863
22567,663
24370,445
6429,4173
3886,3584
28623,858
40822,1828
7586,584
38838,1637
29488,891
8173,587
35534,1235
17237,7673
21098,10995
38523,1613
30733,942
43683,2231
39685,1721
16568,616
45141,2421
10290,4988
31129,958
37419,1429
43955,2273
27323,461
9181,4719
26541,787
38172,1579
17219,7664
5717,4030
21321,11226
8062,4496
36732,1354
26968,802
42781,2083
37355,1421
9398,4770
32430,1018
34219,1115
11548,5302
1991,3139
21575,11518
27523,818
32984,1046
35577,1238
40010,1754
22096,645
4953,3840
31575,982
20669,10497
26343,452
6349,4162
42679,2066
36943,1375
37965,1560
21958,642
34692,1153
16489,7270
17020,7560
18139,8301
27111,803
7769,4442
17457,7821
3842,3573
19172,9069
44860,2385
5303,3927
37023,1387
22712,357
2119,3171
1439,3009
30495,932
12511,5600
19925,9747
3129,3388
6414,4168
15622,6805
22383,658
43460,2190
2877,3340
18499,8581
21895,638
40241,1778
34995,1179
7689,4425
13790,6060
38943,1654
18877,8852
2437,3246
18457,8549
3173,3400
28152,842
5051,3869
3422,3459
46861,2717
12664,5646
3736,3538
40005,1754
18736,625
34387,1125
31498,977
25970,767
18088,8284
258,2795
38050,1571
10367,5000
9482,4788
39522,1701
40762,1821
35856,1257
2402,3234
15149,6604
38573,1619
25785,763
26818,792
3401,571
31849,990
30661,942
45786,2530
44261,2312
42579,2052
30168,918
15142,6602
10528,5040
16895,7485
25878,765
3275,3428
2792,3314
15672,6814
39801,1728
12121,5484
40244,1779
9136,592
36146,1286
18415,421
10281,4986
28415,852
18781,8777
31560,979
22314,652
3377,568
27374,814
762,2867
12974,5758
157,2774
39094,1662
25192,741
39883,1744
40719,1819
25809,764
1945,3126
46569,2660
40385,1787
28680,863
3230,3417
22446,658
44685,544
12191,419
10056,4921
6786,4241
30438,929
39588,1712
35213,1203
20448,10278
43329,2170
29129,878
17152,7637
26193,774
32157,1007
16979,7536
9790,4860
45617,2499
27177,805
3170,3399
17532,7848
21166,631
41813,1944
45897,2548
20992,10861
15209,6628
37505,1433
21246,11148
25686,450
198,2781
28836,868
21780,11796
36835,505
36208,1293
30271,921
3266,3425
32194,1008
7185,4321
2420,3238
1383,2999
11521,5292
42382,2022
4624,3759
22147,646
2733,3308
36382,1314
41358,1882
17038,7569
1076,2932
37326,1415
13761,605
20638,10457
39456,1694
14856,6484
11576,599
8178,588
25241,743
42160,1989
3346,3447
46086,2578
41942,535
14520,6346
12648,5645
41287,1881
32803,489
14334,6284
35347,1214
29515,892
5084,3878
6450,4179
19899,9712
36127,1284
1411,3004
32382,1015
25798,764
12255,5510
26511,786
29933,907
30725,942
37791,516
10007,4916
45095,2414
7044,4291
36,403
22763,432
3444,3464
34765,1160
11778,5375
17178,620
37046,1389
45940,2553
40009,1754
1549,561
25417,748
43194,2145
24909,732
2611,3278
11069,5174
12423,5565
17222,7665
19806,9612
6916,4269
8773,4652
23164,680
23505,687
27280,810
22163,646
9421,593
41720,1929
44504,2337
15696,6826
46794,552
10694,5078
40663,527
14085,6169
23058,675
42954,2107
7474,4381
12991,5760
2150,561
31405,972
47032,2745
42320,2012
44090,544
40917,1840
9374,4766
35054,1187
19608,9460
25555,755
709,2860
3419,3457
32350,1014
7684,4423
27242,810
28192,844
12660,5645
1873,561
20078,9896
44243,2309
21499,11409
30171,918
8071,4497
7403,4368
31791,989
9106,418
18270,8427
30002,911
29734,900
4462,3726
30579,936
33926,1097
9724,593
29686,899
1219,2964
20280,628
36183,1290
22742,432
25353,449
12881,5717
4876,574
22751,432
4527,3742
32373,1015
31684,984
8861,4664
46905,2723
40534,1808
8783,589
8122,4509
43858,2258
42169,1991
45789,2530
10572,5050
3253,3422
31113,958
12861,5710
30532,935
35049,1187
29717,900
19224,9116
26740,790
34453,1131
23458,687
13641,6000
9972,4911
3879,3584
34402,1125
16181,7104
38443,1608
44774,2372
8788,589
4338,3696
39289,1680
35359,1216
30623,938
11766,5373
29406,886
1998,3140
42058,1974
25476,752
26753,790
2328,3212
12028,5445
33896,1094
9034,4702
26729,789
6083,578
36392,1315
30582,936
38458,1608
28945,872
16476,7258
6849,4255
21953,642
36504,1327
28966,872
34999,1180
38879,1644
6946,4276
5368,3950
21061,10951
43180,2143
39023,1657
1943,3125
19773,9576
4443,3723
41010,530
13287,5864
13724,6046
27113,803
40405,1789
16191,7109
9497,4790
15020,6544
40559,1812
9464,4784
29578,473
17080,7589
39927,1746
6109,4106
25957,766
35178,1200
41767,1939
26150,773
43212,2147
40494,1803
34196,1114
45651,2507
4501,3735
3830,3569
17250,7678
2577,3270
10322,4997
25937,766
12379,5551
43274,2161
5962,4081
29711,900
7526,4394
25669,449
3895,3588
38107,1576
32957,1046
46224,2596
46440,2643
28377,851
31226,963
19384,9243
5148,574
29594,473
45010,2399
9121,591
9834,4871
37940,1556
31589,982
3694,571
39764,1725
22404,431
37915,1553
39878,1744
16073,7049
13612,5989
44415,2327
26690,789
10569,5050
45549,2492
44128,2291
22675,666
29100,877
39504,1698
27337,811
26568,788
26366,776
42834,539
5294,3924
9732,593
38343,1600
35229,1206
32343,1013
31042,956
5399,3955
17696,7983
28953,872
34928,1177
45210,2434
1432,3008
37584,1438
6097,4102
14839,6477
21356,11263
44712,2363
32355,1014
9780,4856
20690,10520
35592,391
41296,1881
25715,758
10644,596
5355,3945
38500,1609
12140,5491
10643,596
1528,3033
37854,1546
14329,6281
19248,9139
27430,814
29586,473
30146,917
30105,914
16378,7203
26921,800
22285,650
36761,1356
17550,7862
15048,6559
32260,1013
39158,1665
8066,4497
19734,9541
30953,951
34575,1145
18216,8381
21048,10935
1094,2938
6310,4155
21333,11234
24182,709
18201,8366
8310,4547
25680,450
11203,5218
16872,619
1353,2993
15957,612
31508,482
39365,1689
32240,1011
18601,8653
19966,626
4180,3663
8400,4568
6981,581
11451,5277
37156,506
12611,5625
20682,10508
42611,2056
29687,899
24558,720
42112,1981
17421,7797
499,2830
11931,5412
31091,957
41445,1896
23856,700
14713,6418
19606,9457
21806,11846
1124,2945
8829,4659
9030,4700
19652,9495
22344,655
25129,738
9721,593
18419,421
42217,1998
37692,1446
15687,6819
19602,9450
36587,1333
42854,540
8676,4627
44827,2379
44513,2339
19664,626
22648,666
33662,1080
31230,963
38472,522
15413,6702
27041,802
18433,625
17544,7861
46501,552
31885,992
38611,1624
727,2862
22695,666
20497,10330
16741,7413
42721,2074
40531,1808
2855,3333
30678,942
22719,361
7626,4412
7478,4381
39119,524
28639,859
16945,7513
13418,5921
15982,6981
43300,2165
10066,4925
7566,583
953,558
44394,544
3071,408
38958,1654
10128,4943
3117,3387
37939,1556
1148,2949
46768,2699
428,2819
28049,838
22613,665
36942,1375
11918,5410
10946,5152
22877,670
15690,6822
45394,2460
15635,612
4136,3644
17957,8168
42118,1982
31512,482
23590,692
35371,1219
32793,489
8023,4485
26302,776
42813,2090
2712,3303
1463,3013
36689,1346
47006,2741
28847,868
33946,1098
14689,608
34332,1125
45997,2562
28625,858
8624,4617
8919,4675
36836,505
17803,622
2041,3153
6472,4183
38628,1624
33679,1080
34407,1126
35854,1257
6278,4144
25035,447
22486,658
23516,688
36694,1348
35561,1237
35947,1263
46422,2637
44459,2332
29592,473
29038,875
43454,541
37645,1442
16974,7533
36633,1338
7134,4312
23946,702
15219,6632
30663,942
9326,4754
29710,900
31803,990
31623,982
37253,1408
33043,1050
3926,3599
4717,3782
39649,1718
40916,1839
46555,2657
38423,1607
41915,1956
8754,4643
37613,1439
31663,984
43897,2264
43834,2251
11072,5175
42614,2056
29264,471
3863,3580
4257,3677
25590,756
36582,1333
6928,4273
17370,7759
4908,3824
10971,596
31600,982
26043,767
18873,8852
16032,7016
17862,8081
37083,1393
35305,1210
8569,4602
10061,4922
46549,2657
311,2804
39910,1746
23680,696
18097,624
21315,11218
9826,4869
19037,8973
25258,743
29028,874
13732,6047
33478,1073
3870,3581
22912,672
15190,6618
17528,7848
40684,530
24737,726
31216,961
45367,2455
18577,8637
6405,4167
29466,891
9788,4858
8249,4536
42358,2018
19478,9328
36586,1333
13516,5946
41429,1893
24629,723
2239,3193
2617,3282
7637,4413
7649,4416
17006,7553
23598,693
20816,10685
18575,8637
9587,4816
35453,1229
11395,5258
10508,5034
37054,1389
32645,1030
36201,1292
7759,4440
40338,1786
26675,454
36099,1279
20881,630
18675,8722
15488,6742
393,2815
20314,10096
2302,3207
6264,4141
26970,802
19347,625
35419,1224
30727,942
45994,2562
33466,1071
35760,1246
25860,765
42696,2066
8043,4492
31635,983
1456,3012
14671,608
44037,2287
6020,4098
9220,4730
13843,6084
15447,6720
931,2905
20790,10656
25150,739
8358,4559
9584,4816
43361,2176
15524,6759
21598,11540
27606,826
37151,506
10784,5102
37435,1431
26987,457
14955,6532
22987,675
32073,1004
11314,5236
32657,1031
5041,3864
42115,1981
28109,842
26806,792
16667,7365
44156,2295
46242,2602
31722,984
27875,829
10469,5023
12542,603
19398,9254
37259,1410
20343,10133
14931,6522
26847,795
41508,1909
37962,1559
35314,1211
23216,681
20137,9959
1281,2970
30710,942
5342,3941
35366,1218
6921,4270
29292,881
25640,757
35275,500
6199,4128
1398,3002
28884,871
34624,1151
44267,2312
26013,450
30204,919
19099,9000
3151,3394
10785,5102
2033,3149
7599,4403
46933,2726
2016,3145
45937,2553
26758,790
34512,1138
32122,485
22489,658
35515,1235
44094,544
25645,757
1693,3071
8230,4528
27160,805
13713,6040
37212,1404
40380,1787
27306,459
13303,5872
32893,1043
19807,9618
18526,8598
44231,2307
36552,505
5793,4042
20747,10600
26400,778
33233,1060
19452,9296
36661,1343
12157,5498
40845,1832
42431,2031
9150,4712
2892,3344
2697,3300
36126,1284
19883,9703
6193,4127
28243,844
28278,465
28906,469
30813,945
12663,5646
34126,1110
14595,6378
1014,2918
15843,6918
42049,1973
35338,1214
40596,1814
46146,2590
2978,3363
9796,4861
14613,6389
5946,4078
8299,4543
41177,1865
22368,657
10652,596
12606,5624
40428,1792
7660,4416
28743,863
9944,4900
39378,1689
4999,3854
41309,1882
45355,2453
11367,5250
30914,948
4010,3612
24180,709
29078,876
18946,8905
44829,2380
5675,4018
6436,4174
39107,524
32433,1018
16700,7389
40650,1815
47002,2740
11387,5256
2005,3143
10097,4936
17725,8005
38089,1574
15464,6728
44299,2317
23317,684
42992,2112
38540,1615
9996,4916
26147,772
45608,2497
23627,694
1334,2985
18914,8879
21106,11007
26902,798
19175,9069
27957,463
11970,5426
1584,3041
20226,10051
16072,7047
33027,1050
40947,1843
26421,779
3737,3538
45508,2484
32284,1013
44632,2357
670,557
33826,1089
34998,1179
41841,1948
44589,2352
42714,2070
37295,1413
25773,761
1329,2984
20453,10283
2059,3158
5279,3920
18296,8451
37560,1437
36371,1312
35412,1223
11752,5367
12097,5474
15214,6629
20504,10333
11231,5224
40106,1760
33484,1073
34757,1159
3391,570
36189,1291
29728,900
1792,3092
31598,982
27509,816
45742,2522
30051,912
28325,847
9916,4891
40981,394
13608,5988
16734,7409
29265,471
13059,5783
41575,1915
10463,5021
28634,858
46583,2665
46976,2735
22439,658
14675,608
564,2839
36994,1383
34003,1103
46070,2575
22921,672
20926,10769
3864,3580
25437,749
8026,4486
29141,878
6694,4224
21822,11867
43263,2160
33888,1094
12844,605
29878,906
15709,6833
5038,3864
27512,816
28653,862
12755,5679
21010,10888
1832,3105
23881,702
825,2879
36054,1273
1797,3095
318,2804
43674,2230
13890,6098
39186,1668
21031,10922
15573,6783
24749,726
8670,4626
22042,645
37168,506
32727,1034
40691,1816
42883,2096
10202,4964
42628,2058
28056,838
42038,1971
10316,4994
4299,3681
3580,3501
35717,1243
28718,863
46173,552
41651,1919
44530,2343
20540,10362
35117,1192
24348,713
14252,6250
18082,8280
2195,3182
32288,1013
38660,1625
16296,7153
44455,2331
31173,961
6759,4238
41776,1940
33250,1061
30343,924
35836,1255
27550,820
38607,1624
40664,527
45699,2513
7529,4395
12781,5695
17844,8067
46755,2698
33099,489
42289,2006
7451,4375
1771,3087
16402,7216
46177,552
8467,4586
44039,397
13347,5888
11893,600
45001,2398
40879,1837
45361,2454
37755,512
44042,399
16066,7042
40499,1805
14225,6236
17,351
20539,10359
33162,1056
18294,8449
15951,612
3942,3601
38051,1571
8819,4656
28724,863
6321,4156
2916,3351
12964,5755
10064,4924
13973,6132
19776,9580
22181,647
38765,1636
44362,2323
5655,4013
23817,698
27856,829
19211,9105
30299,921
29340,882
46843,2711
46056,2573
20154,9973
28522,854
32010,1000
16478,7260
30805,945
40275,1781
5377,3950
29895,907
13894,6099
36459,1323
2068,3160
21911,639
1781,3089
164,2776
32843,1040
17954,8165
18367,8524
42197,1993
3749,3542
8292,4543
40491,1803
17369,7758
9404,4772
21016,10896
46664,2681
31487,976
10849,5125
12146,5494
32830,1040
38287,1593
33638,1080
17380,7766
13356,5889
15659,6808
14644,6401
5951,4080
27695,827
7053,4294
19643,9486
16634,7343
13728,6046
12310,5534
4246,3674
45365,2455
3384,568
21132,11039
32013,1001
10470,5023
9093,417
32864,1041
43942,2270
30087,914
24493,720
35225,1205
7215,4326
9719,593
23916,702
12965,5756
36072,1274
45431,2469
12907,5728
46015,2565
33955,1099
43564,2207
36457,1323
19620,9471
17416,7794
18628,8685
5705,4028
15517,6755
23336,684
18154,8317
39595,1712
5371,3950
14256,6250
44298,2317
12084,5464
29606,473
20313,10096
39865,1743
42976,2110
27719,827
39768,1726
13868,6095
32820,1040
42680,2066
23278,683
15380,6681
17364,7755
14120,6182
34274,1120
43982,2276
8091,4500
7119,4309
18204,8370
39719,1723
6582,4201
9281,4745
32245,1011
7501,4386
29567,895
1729,3081
32790,489
18600,8652
6019,4096
31765,988
41289,1881
1955,3129
2128,3174
3714,3534
24372,445
18374,8530
36021,1269
20629,10446
23064,675
22717,360
40353,526
22564,663
42313,2010
40444,1794
43822,2250
29860,906
4592,3750
25200,742
33437,491
8736,4641
23990,705
14191,6215
9878,4879
1098,2939
31940,996
40227,1778
11307,5234
16759,7418
13539,5953
1506,3024
45465,2476
1566,561
16644,7351
2951,3358
29058,876
38083,1574
11689,5344
27204,807
15638,612
27470,816
31028,956
24886,732
37892,1550
13025,5771
36929,1372
14359,607
280,2800
39339,1687
44393,544
16856,616
19337,9233
25086,737
25644,757
45784,2530
43299,2165
41364,1883
13681,6025
1534,3035
20801,10668
46106,2583
16162,7094
12135,5489
43645,2223
29499,891
24518,720
44135,2293
26357,453
9292,4749
8992,4690
35236,1207
22507,660
10982,5154
10868,5131
41592,1915
11822,5387
7150,4315
31879,992
20720,10562
25296,743
22429,658
46202,2594
45516,2485
7319,4346
26804,792
22127,645
7850,4458
33781,1087
13468,605
36739,1355
22621,665
27351,812
34072,1107
27894,830
25598,756
7149,4315
32571,1024
42023,1968
5872,4064
373,555
9278,4744
29257,471
11259,5229
3251,3421
5836,4053
19068,625
31275,965
6137,4116
1646,3057
42835,539
6658,4223
1561,561
25376,746
3083,567
23684,697
44817,2377
3821,3566
20203,10028
14641,6401
15496,6746
33163,1056
5245,3913
4731,3787
46600,2669
45896,2548
36984,1381
30199,919
11210,5219
45058,2404
13577,5975
23081,434
16917,7500
31835,485
14321,6278
40025,1754
33677,1080
11375,5252
873,2893
30539,936
46082,2577
27051,802
46685,2686
12228,601
32773,1038
37812,518
17243,7677
44405,2326
22208,648
32171,1007
18880,8854
37592,1438
4769,3797
43288,2163
5267,3919
2620,3282
16234,7133
29988,911
19086,8983
8605,4612
45228,2437
23940,702
196,2780
10483,5027
39859,1742
31476,975
18916,8879
20139,9959
13772,605
2329,3212
37169,506
27722,827
25563,755
11990,5433
25459,751
15232,6640
19699,9513
6058,412
2844,3330
35796,1250
14930,6521
27983,834
6431,4173
25841,765
8679,4628
21328,11231
33848,1092
40874,1836
32192,1008
19240,9131
36227,505
19421,9278
37636,1441
36887,1367
34682,1153
14628,6397
1337,2986
42568,2049
18207,8372
19642,9484
19343,9234
32573,1024
9465,4784
34943,1179
42955,2107
13547,5962
10567,5050
13666,6019
43773,2240
27705,827
30224,920
6644,4218
46326,2617
9976,4912
35061,1187
16563,615
32138,486
15476,6734
21557,11487
36495,1326
7709,4429
32832,1040
34910,1175
23596,693
12206,419
37035,1388
10827,5119
21187,11078
42215,1998
9648,4830
15160,6608
26509,785
20319,10099
25692,758
11023,5165
32862,1041
9522,4797
28849,868
27476,816
36509,1327
41741,1934
27023,802
27823,828
13897,6101
46656,2680
6576,4201
29501,891
15873,6936
21436,422
35883,1261
37635,1441
22706,666
30061,912
6297,4153
15322,609
40610,1814
18546,8619
7591,4401
24076,706
36432,1319
13528,5950
21739,631
25533,754
14331,6283
44145,2294
6888,4264
26074,769
42656,2063
12875,5715
44679,544
6286,4150
4471,3730
43389,2180
26969,802
34740,1156
35639,1238
10242,4973
38816,1637
32938,1046
4333,3694
15390,6685
37480,508
30005,911
46860,2717
40708,1818
37256,1409
21466,631
37734,1454
16994,7548
33312,1063
31616,982
28134,842
46934,2726
14270,6257
36927,1372
15134,6600
24489,720
7560,4400
32635,1028
24555,720
4655,3767
13856,6089
42519,2046
4622,3759
46434,2642
3217,3413
3837,3570
17348,7744
16355,7187
22027,645
9658,4834
9821,4868
4224,3669
44117,2290
6535,4196
15359,6669
39680,1721
22066,426
5324,3935
32334,1013
35154,1197
24902,732
28983,872
18678,8726
22025,645
19101,9002
43049,2124
46018,2567
10586,5053
21986,644
8835,4661
13808,6066
31824,485
27989,834
7034,4289
38558,1618
43888,2263
23789,698
45249,2441
31886,992
8169,587
45472,2479
13171,605
33117,489
3018,3376
37322,1415
36461,1323
35124,1193
9423,593
10888,5139
15878,6939
17234,7672
2057,3158
9388,4769
41920,1957
3781,3553
45324,2447
41255,1875
6824,4249
14235,6239
25286,743
21406,11365
23460,687
21460,631
5979,4084
39665,1720
18000,8213
41817,1944
23993,705
34719,1154
35920,504
17230,7667
31166,961
20983,10850
4557,3750
34317,1123
39870,1743
25471,752
37373,1422
13594,5984
15181,6618
39833,1736
14392,6291
31607,982
19795,9596
1450,3011
43378,2177
13186,5821
5959,4081
11732,5361
43514,2200
44581,2351
24393,446
8441,4580
22933,672
18579,8638
31863,990
28563,855
26781,791
38599,1622
36656,1343
13329,5883
29085,876
30046,912
19262,9146
43572,2208
9958,4905
17326,7733
20340,10129
30887,478
24068,443
21520,11434
5118,3884
46944,2728
20762,10618
43707,2234
1681,3066
25767,761
27717,827
21365,11279
40760,1821
9103,418
36358,1310
4656,3767
36772,1357
31122,958
31449,974
40878,1837
21512,11428
14523,6349
5348,3945
43451,541
5186,3894
11704,5351
30530,935
35645,1239
17103,7602
14933,6522
40710,1818
1056,2926
7307,4340
19879,9699
